id,comment,stakeholder,area,age_group,channel
836,スマートフォンで予約と言われても操作に自信がありません。電話、紙の申込、家族による代理予約など複数の方法を用意してほしいです。 沿岸部の高齢者・免許返納者からは、平日昼間に動きづらい人からも、情報の届き方に個人差があるため、対象者に届く案内方法も合わせて検討してほしいです。,高齢者・免許返納者,沿岸部,80代,地域説明会
837,朝の便は学生で混み、杖を持って立つのが怖い時があります。高齢者の通院時間と通学時間が重なりすぎない調整をお願いしたいです。 駅周辺の高齢者・免許返納者からは、地域活動に関わる人からも、費用負担と手続きの分かりやすさが利用を左右するため、必要な人が使えなくならないよう段階的に見直してほしいです。,高齢者・免許返納者,駅周辺,70代,電話相談
838,バスが遅れているのか、もう通過したのか分からないことがあります。停留所や電話で現在の運行状況を確認できると安心して待てます。 農村集落の高齢者・免許返納者からは、同じ立場の利用者からも、地区ごとの距離や交通手段の違いが大きいため、利用実績だけでなく困っている人の声も判断材料にしてほしいです。,高齢者・免許返納者,農村集落,70代,紙アンケート
839,免許返納後の割引制度はありがたいですが、どの路線で使えるのか分かりにくいです。制度と使い方を一枚で見られる案内がほしいです。 中心市街地の高齢者・免許返納者からは、別の地区の回答でも、急な予定変更に対応できるかが重要なため、変更後の問い合わせ先と代替手段を分かりやすく示してほしいです。,高齢者・免許返納者,中心市街地,80代,窓口投稿
840,買い物帰りは荷物が多く、乗り継ぎで長く歩くのが負担です。商業施設と自宅方面を結ぶ便は、短い距離でも直行に近い形が助かります。 郊外住宅地の高齢者・免許返納者からは、説明会後の意見としても、家族に頼れない場合の選択肢が必要なため、関係する部署や地域団体と連携して改善してほしいです。,高齢者・免許返納者,郊外住宅地,70代,民生委員聞き取り
841,朝のバスが一本遅れると始業に間に合いません。通勤時間帯だけでも本数を確保し、鉄道との接続を時刻表上で分かりやすくしてほしいです。 駅周辺の通勤通学者・保護者からは、家族や支援者の視点でも、窓口、紙、Webのどれでも確認できることが大切なため、具体的な運用条件まで示してほしいです。,通勤通学者・保護者,駅周辺,40代,Webアンケート
842,子どもの部活後に帰れる便が少なく、迎えに行けない日は不安です。夕方以降の通学利用を想定した運行を見直してほしいです。 郊外住宅地の通勤通学者・保護者からは、日常的に利用する人からも、実際の生活動線に合う運用でないと使い続けにくいため、地域別の影響を確認してから判断してほしいです。,通勤通学者・保護者,郊外住宅地,40代,PTA経由
843,保育園の送迎と出勤を両立するには、バス停の位置と時刻が合いません。子育て世帯の移動経路も調査してルートを考えてほしいです。 新興住宅地の通勤通学者・保護者からは、初めて制度を調べた人からも、利用する時間帯や曜日で困り方が変わるため、試行期間を設けて利用者の声を再確認してほしいです。,通勤通学者・保護者,新興住宅地,30代,Webアンケート
844,乗り継ぎ前提でもよいですが、待ち時間が二十分を超えると車を選びます。主要停留所では接続便をそろえ、遅延時の扱いも決めてください。 中心市街地の通勤通学者・保護者からは、平日昼間に動きづらい人からも、情報の届き方に個人差があるため、対象者に届く案内方法も合わせて検討してほしいです。,通勤通学者・保護者,中心市街地,30代,Webアンケート
845,アプリで時刻検索できると助かりますが、学校から配られる紙の案内も必要です。家庭によって情報の受け取り方が違うことを考えてほしいです。 学区全域の通勤通学者・保護者からは、地域活動に関わる人からも、費用負担と手続きの分かりやすさが利用を左右するため、必要な人が使えなくならないよう段階的に見直してほしいです。,通勤通学者・保護者,学区全域,40代,PTA経由
846,雨の日は自転車通学ができず、バスに集中して乗り切れないことがあります。天候による需要増を見込んだ臨時便や混雑情報が必要です。 郊外団地の通勤通学者・保護者からは、同じ立場の利用者からも、地区ごとの距離や交通手段の違いが大きいため、利用実績だけでなく困っている人の声も判断材料にしてほしいです。,通勤通学者・保護者,郊外団地,10代,学校アンケート
847,予約型交通は柔軟ですが、通勤では毎回予約する手間が負担です。定期利用者向けに曜日固定の予約やキャンセル通知を整えてほしいです。 農村集落の通勤通学者・保護者からは、別の地区の回答でも、急な予定変更に対応できるかが重要なため、変更後の問い合わせ先と代替手段を分かりやすく示してほしいです。,通勤通学者・保護者,農村集落,50代,Webアンケート
848,帰宅時間が残業で変わるため、最終便が早いと利用を諦めます。毎日でなくても、平日の夜に選択肢が残る運行にしてほしいです。 工業団地周辺の通勤通学者・保護者からは、説明会後の意見としても、家族に頼れない場合の選択肢が必要なため、関係する部署や地域団体と連携して改善してほしいです。,通勤通学者・保護者,工業団地周辺,30代,Webアンケート
849,高校への直通便がなく、乗り換えでかなり遠回りになります。生徒数の多い方面だけでも登下校時間に合わせた短絡ルートを検討してください。 中山間地域の通勤通学者・保護者からは、家族や支援者の視点でも、窓口、紙、Webのどれでも確認できることが大切なため、具体的な運用条件まで示してほしいです。,通勤通学者・保護者,中山間地域,10代,学校アンケート
850,時刻表が複数の会社に分かれていて、初めて使う人には分かりません。市のサイトで目的地別に検索できる統一案内がほしいです。 市内全域の通勤通学者・保護者からは、日常的に利用する人からも、実際の生活動線に合う運用でないと使い続けにくいため、地域別の影響を確認してから判断してほしいです。,通勤通学者・保護者,市内全域,40代,Webアンケート
851,子どもだけで乗る場合、予約型交通の乗車場所や運転手への伝え方が心配です。保護者へ事前に分かる確認通知を出してほしいです。 郊外住宅地の通勤通学者・保護者からは、初めて制度を調べた人からも、利用する時間帯や曜日で困り方が変わるため、試行期間を設けて利用者の声を再確認してほしいです。,通勤通学者・保護者,郊外住宅地,30代,PTA経由
852,駅までの短い移動でも、朝は道路が混んでバスの時間が読めません。遅延を前提にした接続案内やリアルタイム表示を整備してください。 駅周辺の通勤通学者・保護者からは、平日昼間に動きづらい人からも、情報の届き方に個人差があるため、対象者に届く案内方法も合わせて検討してほしいです。,通勤通学者・保護者,駅周辺,50代,Webアンケート
853,商店街の利用者は高齢の方が多く、バスが減ると来店そのものが減ります。買い物時間帯に合わせた循環便を維持してほしいです。 商店街の地域事業者・自治会からは、地域活動に関わる人からも、費用負担と手続きの分かりやすさが利用を左右するため、必要な人が使えなくならないよう段階的に見直してほしいです。,地域事業者・自治会,商店街,60代,事業者ヒアリング
854,イベント開催日は通常の時刻表では来場者をさばけません。臨時便の予約方法や運行情報を、主催者と早めに共有できる仕組みが必要です。 中心市街地の地域事業者・自治会からは、同じ立場の利用者からも、地区ごとの距離や交通手段の違いが大きいため、利用実績だけでなく困っている人の声も判断材料にしてほしいです。,地域事業者・自治会,中心市街地,50代,自治会会議
855,自治会で高齢者の外出支援をしていますが、運行変更の説明が遅いと住民に伝えきれません。地域単位の説明資料を早めに出してください。 農村集落の地域事業者・自治会からは、別の地区の回答でも、急な予定変更に対応できるかが重要なため、変更後の問い合わせ先と代替手段を分かりやすく示してほしいです。,地域事業者・自治会,農村集落,60代,自治会会議
856,デマンド交通を導入するなら、地域の集会所を予約相談の窓口にできます。ただし担当者だけに負担が集中しない運用設計が必要です。 山あい地区の地域事業者・自治会からは、説明会後の意見としても、家族に頼れない場合の選択肢が必要なため、関係する部署や地域団体と連携して改善してほしいです。,地域事業者・自治会,山あい地区,60代,地域説明会
857,観光客が駅から店舗まで来る手段が少なく、週末だけでも接続が良くなれば回遊が増えます。観光施設との乗り継ぎを意識してほしいです。 観光地区の地域事業者・自治会からは、家族や支援者の視点でも、窓口、紙、Webのどれでも確認できることが大切なため、具体的な運用条件まで示してほしいです。,地域事業者・自治会,観光地区,40代,事業者ヒアリング
858,朝夕だけでなく、昼の買い物時間帯に空白があると地域の店は利用されません。生活と商業の両方を支えるダイヤにしてほしいです。 旧市街の地域事業者・自治会からは、日常的に利用する人からも、実際の生活動線に合う運用でないと使い続けにくいため、地域別の影響を確認してから判断してほしいです。,地域事業者・自治会,旧市街,50代,事業者ヒアリング
859,地域内の停留所名が古い通称のままで、初めて来る人には場所が分かりません。地図、施設名、写真を組み合わせた案内に改善してください。 商店街の地域事業者・自治会からは、初めて制度を調べた人からも、利用する時間帯や曜日で困り方が変わるため、試行期間を設けて利用者の声を再確認してほしいです。,地域事業者・自治会,商店街,40代,Webアンケート
860,自治会で移動困難者を把握しても、個別送迎だけでは限界があります。公共交通と地域ボランティアが役割分担できる制度にしてほしいです。 郊外団地の地域事業者・自治会からは、平日昼間に動きづらい人からも、情報の届き方に個人差があるため、対象者に届く案内方法も合わせて検討してほしいです。,地域事業者・自治会,郊外団地,70代,自治会会議
861,予約制にする場合、当日朝まで受け付けないと急な通院や買い物に対応できません。空き状況を地域でも確認できる方法があると助かります。 中山間地域の地域事業者・自治会からは、地域活動に関わる人からも、費用負担と手続きの分かりやすさが利用を左右するため、必要な人が使えなくならないよう段階的に見直してほしいです。,地域事業者・自治会,中山間地域,50代,地域説明会
862,工業団地の勤務交代時間と路線バスの時刻が合わず、従業員募集にも影響しています。企業側のシフト情報も聞いてダイヤを組んでください。 工業団地周辺の地域事業者・自治会からは、同じ立場の利用者からも、地区ごとの距離や交通手段の違いが大きいため、利用実績だけでなく困っている人の声も判断材料にしてほしいです。,地域事業者・自治会,工業団地周辺,50代,事業者ヒアリング
863,地域の会合に来る人が、帰りの便を心配して参加を控えることがあります。夜間は多くなくてよいので、主要行事に合わせた便が必要です。 農村集落の地域事業者・自治会からは、別の地区の回答でも、急な予定変更に対応できるかが重要なため、変更後の問い合わせ先と代替手段を分かりやすく示してほしいです。,地域事業者・自治会,農村集落,60代,自治会会議
864,複数路線の乗り継ぎ拠点を作るなら、待合スペースや案内板も一体で整備してほしいです。単に乗り換え時間を短くするだけでは不十分です。 中心市街地の地域事業者・自治会からは、説明会後の意見としても、家族に頼れない場合の選択肢が必要なため、関係する部署や地域団体と連携して改善してほしいです。,地域事業者・自治会,中心市街地,50代,地域説明会
865,駅前の病院へ行く便が昼前に集中しており、診察が長引くと帰りの足がなくなります。午後にも高齢者が安心して使える便を残してほしいです。 郊外住宅地の高齢者・免許返納者からは、同じ立場の利用者からも、地区ごとの距離や交通手段の違いが大きいため、利用実績だけでなく困っている人の声も判断材料にしてほしいです。,高齢者・免許返納者,郊外住宅地,70代,紙アンケート
866,免許を返してから買い物が一番困っています。週に数回でもスーパーと薬局を回る小型バスがあれば、家族に頼らず暮らせます。 中山間地域の高齢者・免許返納者からは、別の地区の回答でも、急な予定変更に対応できるかが重要なため、変更後の問い合わせ先と代替手段を分かりやすく示してほしいです。,高齢者・免許返納者,中山間地域,80代,民生委員聞き取り
867,予約制の乗合交通は便利そうですが、電話が混んでいると不安です。前日までに予約でき、変更も簡単に伝えられる仕組みにしてほしいです。 農村集落の高齢者・免許返納者からは、説明会後の意見としても、家族に頼れない場合の選択肢が必要なため、関係する部署や地域団体と連携して改善してほしいです。,高齢者・免許返納者,農村集落,70代,電話相談
868,バス停まで歩く距離が長く、雨の日や冬場は転倒が心配です。集落内にもう少し細かく停車場所を設けるか、玄関先に近い乗降を検討してほしいです。 山あい地区の高齢者・免許返納者からは、家族や支援者の視点でも、窓口、紙、Webのどれでも確認できることが大切なため、具体的な運用条件まで示してほしいです。,高齢者・免許返納者,山あい地区,80代,地域説明会
869,時刻表が変わっても掲示だけでは気づきません。自治会の回覧や広報紙で、乗り継ぎ例まで具体的に知らせてもらえると使いやすいです。 旧市街の高齢者・免許返納者からは、日常的に利用する人からも、実際の生活動線に合う運用でないと使い続けにくいため、地域別の影響を確認してから判断してほしいです。,高齢者・免許返納者,旧市街,70代,紙アンケート
870,病院からコミュニティバスへ乗り継ぐ時間が短く、会計で少し遅れると一時間待ちになります。利用者の動きに合わせた余裕が必要です。 中心市街地の高齢者・免許返納者からは、初めて制度を調べた人からも、利用する時間帯や曜日で困り方が変わるため、試行期間を設けて利用者の声を再確認してほしいです。,高齢者・免許返納者,中心市街地,80代,窓口投稿
871,家族が働いている時間帯に移動できないと、結局タクシー代が重くなります。少人数でも利用できる昼間の便を削りすぎないでください。 郊外団地の高齢者・免許返納者からは、平日昼間に動きづらい人からも、情報の届き方に個人差があるため、対象者に届く案内方法も合わせて検討してほしいです。,高齢者・免許返納者,郊外団地,70代,紙アンケート
872,スマートフォンで予約と言われても操作に自信がありません。電話、紙の申込、家族による代理予約など複数の方法を用意してほしいです。 沿岸部の高齢者・免許返納者からは、地域活動に関わる人からも、費用負担と手続きの分かりやすさが利用を左右するため、必要な人が使えなくならないよう段階的に見直してほしいです。,高齢者・免許返納者,沿岸部,80代,地域説明会
873,朝の便は学生で混み、杖を持って立つのが怖い時があります。高齢者の通院時間と通学時間が重なりすぎない調整をお願いしたいです。 駅周辺の高齢者・免許返納者からは、同じ立場の利用者からも、地区ごとの距離や交通手段の違いが大きいため、利用実績だけでなく困っている人の声も判断材料にしてほしいです。,高齢者・免許返納者,駅周辺,70代,電話相談
874,バスが遅れているのか、もう通過したのか分からないことがあります。停留所や電話で現在の運行状況を確認できると安心して待てます。 農村集落の高齢者・免許返納者からは、別の地区の回答でも、急な予定変更に対応できるかが重要なため、変更後の問い合わせ先と代替手段を分かりやすく示してほしいです。,高齢者・免許返納者,農村集落,70代,紙アンケート
875,免許返納後の割引制度はありがたいですが、どの路線で使えるのか分かりにくいです。制度と使い方を一枚で見られる案内がほしいです。 中心市街地の高齢者・免許返納者からは、説明会後の意見としても、家族に頼れない場合の選択肢が必要なため、関係する部署や地域団体と連携して改善してほしいです。,高齢者・免許返納者,中心市街地,80代,窓口投稿
876,買い物帰りは荷物が多く、乗り継ぎで長く歩くのが負担です。商業施設と自宅方面を結ぶ便は、短い距離でも直行に近い形が助かります。 郊外住宅地の高齢者・免許返納者からは、家族や支援者の視点でも、窓口、紙、Webのどれでも確認できることが大切なため、具体的な運用条件まで示してほしいです。,高齢者・免許返納者,郊外住宅地,70代,民生委員聞き取り
877,朝のバスが一本遅れると始業に間に合いません。通勤時間帯だけでも本数を確保し、鉄道との接続を時刻表上で分かりやすくしてほしいです。 駅周辺の通勤通学者・保護者からは、日常的に利用する人からも、実際の生活動線に合う運用でないと使い続けにくいため、地域別の影響を確認してから判断してほしいです。,通勤通学者・保護者,駅周辺,40代,Webアンケート
878,子どもの部活後に帰れる便が少なく、迎えに行けない日は不安です。夕方以降の通学利用を想定した運行を見直してほしいです。 郊外住宅地の通勤通学者・保護者からは、初めて制度を調べた人からも、利用する時間帯や曜日で困り方が変わるため、試行期間を設けて利用者の声を再確認してほしいです。,通勤通学者・保護者,郊外住宅地,40代,PTA経由
879,保育園の送迎と出勤を両立するには、バス停の位置と時刻が合いません。子育て世帯の移動経路も調査してルートを考えてほしいです。 新興住宅地の通勤通学者・保護者からは、平日昼間に動きづらい人からも、情報の届き方に個人差があるため、対象者に届く案内方法も合わせて検討してほしいです。,通勤通学者・保護者,新興住宅地,30代,Webアンケート
880,乗り継ぎ前提でもよいですが、待ち時間が二十分を超えると車を選びます。主要停留所では接続便をそろえ、遅延時の扱いも決めてください。 中心市街地の通勤通学者・保護者からは、地域活動に関わる人からも、費用負担と手続きの分かりやすさが利用を左右するため、必要な人が使えなくならないよう段階的に見直してほしいです。,通勤通学者・保護者,中心市街地,30代,Webアンケート
881,アプリで時刻検索できると助かりますが、学校から配られる紙の案内も必要です。家庭によって情報の受け取り方が違うことを考えてほしいです。 学区全域の通勤通学者・保護者からは、同じ立場の利用者からも、地区ごとの距離や交通手段の違いが大きいため、利用実績だけでなく困っている人の声も判断材料にしてほしいです。,通勤通学者・保護者,学区全域,40代,PTA経由
882,雨の日は自転車通学ができず、バスに集中して乗り切れないことがあります。天候による需要増を見込んだ臨時便や混雑情報が必要です。 郊外団地の通勤通学者・保護者からは、別の地区の回答でも、急な予定変更に対応できるかが重要なため、変更後の問い合わせ先と代替手段を分かりやすく示してほしいです。,通勤通学者・保護者,郊外団地,10代,学校アンケート
883,予約型交通は柔軟ですが、通勤では毎回予約する手間が負担です。定期利用者向けに曜日固定の予約やキャンセル通知を整えてほしいです。 農村集落の通勤通学者・保護者からは、説明会後の意見としても、家族に頼れない場合の選択肢が必要なため、関係する部署や地域団体と連携して改善してほしいです。,通勤通学者・保護者,農村集落,50代,Webアンケート
884,帰宅時間が残業で変わるため、最終便が早いと利用を諦めます。毎日でなくても、平日の夜に選択肢が残る運行にしてほしいです。 工業団地周辺の通勤通学者・保護者からは、家族や支援者の視点でも、窓口、紙、Webのどれでも確認できることが大切なため、具体的な運用条件まで示してほしいです。,通勤通学者・保護者,工業団地周辺,30代,Webアンケート
885,高校への直通便がなく、乗り換えでかなり遠回りになります。生徒数の多い方面だけでも登下校時間に合わせた短絡ルートを検討してください。 中山間地域の通勤通学者・保護者からは、日常的に利用する人からも、実際の生活動線に合う運用でないと使い続けにくいため、地域別の影響を確認してから判断してほしいです。,通勤通学者・保護者,中山間地域,10代,学校アンケート
886,時刻表が複数の会社に分かれていて、初めて使う人には分かりません。市のサイトで目的地別に検索できる統一案内がほしいです。 市内全域の通勤通学者・保護者からは、初めて制度を調べた人からも、利用する時間帯や曜日で困り方が変わるため、試行期間を設けて利用者の声を再確認してほしいです。,通勤通学者・保護者,市内全域,40代,Webアンケート
887,子どもだけで乗る場合、予約型交通の乗車場所や運転手への伝え方が心配です。保護者へ事前に分かる確認通知を出してほしいです。 郊外住宅地の通勤通学者・保護者からは、平日昼間に動きづらい人からも、情報の届き方に個人差があるため、対象者に届く案内方法も合わせて検討してほしいです。,通勤通学者・保護者,郊外住宅地,30代,PTA経由
888,駅までの短い移動でも、朝は道路が混んでバスの時間が読めません。遅延を前提にした接続案内やリアルタイム表示を整備してください。 駅周辺の通勤通学者・保護者からは、地域活動に関わる人からも、費用負担と手続きの分かりやすさが利用を左右するため、必要な人が使えなくならないよう段階的に見直してほしいです。,通勤通学者・保護者,駅周辺,50代,Webアンケート
889,商店街の利用者は高齢の方が多く、バスが減ると来店そのものが減ります。買い物時間帯に合わせた循環便を維持してほしいです。 商店街の地域事業者・自治会からは、同じ立場の利用者からも、地区ごとの距離や交通手段の違いが大きいため、利用実績だけでなく困っている人の声も判断材料にしてほしいです。,地域事業者・自治会,商店街,60代,事業者ヒアリング
890,イベント開催日は通常の時刻表では来場者をさばけません。臨時便の予約方法や運行情報を、主催者と早めに共有できる仕組みが必要です。 中心市街地の地域事業者・自治会からは、別の地区の回答でも、急な予定変更に対応できるかが重要なため、変更後の問い合わせ先と代替手段を分かりやすく示してほしいです。,地域事業者・自治会,中心市街地,50代,自治会会議
891,自治会で高齢者の外出支援をしていますが、運行変更の説明が遅いと住民に伝えきれません。地域単位の説明資料を早めに出してください。 農村集落の地域事業者・自治会からは、説明会後の意見としても、家族に頼れない場合の選択肢が必要なため、関係する部署や地域団体と連携して改善してほしいです。,地域事業者・自治会,農村集落,60代,自治会会議
892,デマンド交通を導入するなら、地域の集会所を予約相談の窓口にできます。ただし担当者だけに負担が集中しない運用設計が必要です。 山あい地区の地域事業者・自治会からは、家族や支援者の視点でも、窓口、紙、Webのどれでも確認できることが大切なため、具体的な運用条件まで示してほしいです。,地域事業者・自治会,山あい地区,60代,地域説明会
893,観光客が駅から店舗まで来る手段が少なく、週末だけでも接続が良くなれば回遊が増えます。観光施設との乗り継ぎを意識してほしいです。 観光地区の地域事業者・自治会からは、日常的に利用する人からも、実際の生活動線に合う運用でないと使い続けにくいため、地域別の影響を確認してから判断してほしいです。,地域事業者・自治会,観光地区,40代,事業者ヒアリング
894,朝夕だけでなく、昼の買い物時間帯に空白があると地域の店は利用されません。生活と商業の両方を支えるダイヤにしてほしいです。 旧市街の地域事業者・自治会からは、初めて制度を調べた人からも、利用する時間帯や曜日で困り方が変わるため、試行期間を設けて利用者の声を再確認してほしいです。,地域事業者・自治会,旧市街,50代,事業者ヒアリング
895,地域内の停留所名が古い通称のままで、初めて来る人には場所が分かりません。地図、施設名、写真を組み合わせた案内に改善してください。 商店街の地域事業者・自治会からは、平日昼間に動きづらい人からも、情報の届き方に個人差があるため、対象者に届く案内方法も合わせて検討してほしいです。,地域事業者・自治会,商店街,40代,Webアンケート
896,自治会で移動困難者を把握しても、個別送迎だけでは限界があります。公共交通と地域ボランティアが役割分担できる制度にしてほしいです。 郊外団地の地域事業者・自治会からは、地域活動に関わる人からも、費用負担と手続きの分かりやすさが利用を左右するため、必要な人が使えなくならないよう段階的に見直してほしいです。,地域事業者・自治会,郊外団地,70代,自治会会議
897,予約制にする場合、当日朝まで受け付けないと急な通院や買い物に対応できません。空き状況を地域でも確認できる方法があると助かります。 中山間地域の地域事業者・自治会からは、同じ立場の利用者からも、地区ごとの距離や交通手段の違いが大きいため、利用実績だけでなく困っている人の声も判断材料にしてほしいです。,地域事業者・自治会,中山間地域,50代,地域説明会
898,工業団地の勤務交代時間と路線バスの時刻が合わず、従業員募集にも影響しています。企業側のシフト情報も聞いてダイヤを組んでください。 工業団地周辺の地域事業者・自治会からは、別の地区の回答でも、急な予定変更に対応できるかが重要なため、変更後の問い合わせ先と代替手段を分かりやすく示してほしいです。,地域事業者・自治会,工業団地周辺,50代,事業者ヒアリング
899,地域の会合に来る人が、帰りの便を心配して参加を控えることがあります。夜間は多くなくてよいので、主要行事に合わせた便が必要です。 農村集落の地域事業者・自治会からは、説明会後の意見としても、家族に頼れない場合の選択肢が必要なため、関係する部署や地域団体と連携して改善してほしいです。,地域事業者・自治会,農村集落,60代,自治会会議
900,複数路線の乗り継ぎ拠点を作るなら、待合スペースや案内板も一体で整備してほしいです。単に乗り換え時間を短くするだけでは不十分です。 中心市街地の地域事業者・自治会からは、家族や支援者の視点でも、窓口、紙、Webのどれでも確認できることが大切なため、具体的な運用条件まで示してほしいです。,地域事業者・自治会,中心市街地,50代,地域説明会
901,駅前の病院へ行く便が昼前に集中しており、診察が長引くと帰りの足がなくなります。午後にも高齢者が安心して使える便を残してほしいです。 郊外住宅地の高齢者・免許返納者からは、別の地区の回答でも、急な予定変更に対応できるかが重要なため、変更後の問い合わせ先と代替手段を分かりやすく示してほしいです。,高齢者・免許返納者,郊外住宅地,70代,紙アンケート
902,免許を返してから買い物が一番困っています。週に数回でもスーパーと薬局を回る小型バスがあれば、家族に頼らず暮らせます。 中山間地域の高齢者・免許返納者からは、説明会後の意見としても、家族に頼れない場合の選択肢が必要なため、関係する部署や地域団体と連携して改善してほしいです。,高齢者・免許返納者,中山間地域,80代,民生委員聞き取り
903,予約制の乗合交通は便利そうですが、電話が混んでいると不安です。前日までに予約でき、変更も簡単に伝えられる仕組みにしてほしいです。 農村集落の高齢者・免許返納者からは、家族や支援者の視点でも、窓口、紙、Webのどれでも確認できることが大切なため、具体的な運用条件まで示してほしいです。,高齢者・免許返納者,農村集落,70代,電話相談
904,バス停まで歩く距離が長く、雨の日や冬場は転倒が心配です。集落内にもう少し細かく停車場所を設けるか、玄関先に近い乗降を検討してほしいです。 山あい地区の高齢者・免許返納者からは、日常的に利用する人からも、実際の生活動線に合う運用でないと使い続けにくいため、地域別の影響を確認してから判断してほしいです。,高齢者・免許返納者,山あい地区,80代,地域説明会
905,時刻表が変わっても掲示だけでは気づきません。自治会の回覧や広報紙で、乗り継ぎ例まで具体的に知らせてもらえると使いやすいです。 旧市街の高齢者・免許返納者からは、初めて制度を調べた人からも、利用する時間帯や曜日で困り方が変わるため、試行期間を設けて利用者の声を再確認してほしいです。,高齢者・免許返納者,旧市街,70代,紙アンケート
906,病院からコミュニティバスへ乗り継ぐ時間が短く、会計で少し遅れると一時間待ちになります。利用者の動きに合わせた余裕が必要です。 中心市街地の高齢者・免許返納者からは、平日昼間に動きづらい人からも、情報の届き方に個人差があるため、対象者に届く案内方法も合わせて検討してほしいです。,高齢者・免許返納者,中心市街地,80代,窓口投稿
907,家族が働いている時間帯に移動できないと、結局タクシー代が重くなります。少人数でも利用できる昼間の便を削りすぎないでください。 郊外団地の高齢者・免許返納者からは、地域活動に関わる人からも、費用負担と手続きの分かりやすさが利用を左右するため、必要な人が使えなくならないよう段階的に見直してほしいです。,高齢者・免許返納者,郊外団地,70代,紙アンケート
908,スマートフォンで予約と言われても操作に自信がありません。電話、紙の申込、家族による代理予約など複数の方法を用意してほしいです。 沿岸部の高齢者・免許返納者からは、同じ立場の利用者からも、地区ごとの距離や交通手段の違いが大きいため、利用実績だけでなく困っている人の声も判断材料にしてほしいです。,高齢者・免許返納者,沿岸部,80代,地域説明会
909,朝の便は学生で混み、杖を持って立つのが怖い時があります。高齢者の通院時間と通学時間が重なりすぎない調整をお願いしたいです。 駅周辺の高齢者・免許返納者からは、別の地区の回答でも、急な予定変更に対応できるかが重要なため、変更後の問い合わせ先と代替手段を分かりやすく示してほしいです。,高齢者・免許返納者,駅周辺,70代,電話相談
910,バスが遅れているのか、もう通過したのか分からないことがあります。停留所や電話で現在の運行状況を確認できると安心して待てます。 農村集落の高齢者・免許返納者からは、説明会後の意見としても、家族に頼れない場合の選択肢が必要なため、関係する部署や地域団体と連携して改善してほしいです。,高齢者・免許返納者,農村集落,70代,紙アンケート
911,免許返納後の割引制度はありがたいですが、どの路線で使えるのか分かりにくいです。制度と使い方を一枚で見られる案内がほしいです。 中心市街地の高齢者・免許返納者からは、家族や支援者の視点でも、窓口、紙、Webのどれでも確認できることが大切なため、具体的な運用条件まで示してほしいです。,高齢者・免許返納者,中心市街地,80代,窓口投稿
912,買い物帰りは荷物が多く、乗り継ぎで長く歩くのが負担です。商業施設と自宅方面を結ぶ便は、短い距離でも直行に近い形が助かります。 郊外住宅地の高齢者・免許返納者からは、日常的に利用する人からも、実際の生活動線に合う運用でないと使い続けにくいため、地域別の影響を確認してから判断してほしいです。,高齢者・免許返納者,郊外住宅地,70代,民生委員聞き取り
913,朝のバスが一本遅れると始業に間に合いません。通勤時間帯だけでも本数を確保し、鉄道との接続を時刻表上で分かりやすくしてほしいです。 駅周辺の通勤通学者・保護者からは、初めて制度を調べた人からも、利用する時間帯や曜日で困り方が変わるため、試行期間を設けて利用者の声を再確認してほしいです。,通勤通学者・保護者,駅周辺,40代,Webアンケート
914,子どもの部活後に帰れる便が少なく、迎えに行けない日は不安です。夕方以降の通学利用を想定した運行を見直してほしいです。 郊外住宅地の通勤通学者・保護者からは、平日昼間に動きづらい人からも、情報の届き方に個人差があるため、対象者に届く案内方法も合わせて検討してほしいです。,通勤通学者・保護者,郊外住宅地,40代,PTA経由
915,保育園の送迎と出勤を両立するには、バス停の位置と時刻が合いません。子育て世帯の移動経路も調査してルートを考えてほしいです。 新興住宅地の通勤通学者・保護者からは、地域活動に関わる人からも、費用負担と手続きの分かりやすさが利用を左右するため、必要な人が使えなくならないよう段階的に見直してほしいです。,通勤通学者・保護者,新興住宅地,30代,Webアンケート
916,乗り継ぎ前提でもよいですが、待ち時間が二十分を超えると車を選びます。主要停留所では接続便をそろえ、遅延時の扱いも決めてください。 中心市街地の通勤通学者・保護者からは、同じ立場の利用者からも、地区ごとの距離や交通手段の違いが大きいため、利用実績だけでなく困っている人の声も判断材料にしてほしいです。,通勤通学者・保護者,中心市街地,30代,Webアンケート
917,アプリで時刻検索できると助かりますが、学校から配られる紙の案内も必要です。家庭によって情報の受け取り方が違うことを考えてほしいです。 学区全域の通勤通学者・保護者からは、別の地区の回答でも、急な予定変更に対応できるかが重要なため、変更後の問い合わせ先と代替手段を分かりやすく示してほしいです。,通勤通学者・保護者,学区全域,40代,PTA経由
918,雨の日は自転車通学ができず、バスに集中して乗り切れないことがあります。天候による需要増を見込んだ臨時便や混雑情報が必要です。 郊外団地の通勤通学者・保護者からは、説明会後の意見としても、家族に頼れない場合の選択肢が必要なため、関係する部署や地域団体と連携して改善してほしいです。,通勤通学者・保護者,郊外団地,10代,学校アンケート
919,予約型交通は柔軟ですが、通勤では毎回予約する手間が負担です。定期利用者向けに曜日固定の予約やキャンセル通知を整えてほしいです。 農村集落の通勤通学者・保護者からは、家族や支援者の視点でも、窓口、紙、Webのどれでも確認できることが大切なため、具体的な運用条件まで示してほしいです。,通勤通学者・保護者,農村集落,50代,Webアンケート
