id,comment,area,age_group
837,デマンド交通は便利そうですが、電話予約だけだと仕事中に手続きしづらいです。（同種意見 70）,南部,30代
838,高齢者でも使える予約方法を残しつつ、家族がスマホから代理予約できるとよいです。（同種意見 70）,西部,40代
839,停留所の時刻表が古いままで、運休情報もどこを見ればよいか分かりません。（同種意見 70）,中央,50代
840,路線図、時刻表、料金を一つのページで確認できるようにしてほしいです。（同種意見 70）,東部,20代
841,免許を返納した母が病院へ行くたびに家族が送迎しており、週に数回でも直通便があると助かります。（同種意見 71）,北部,70代以上
842,スーパーまで歩くには遠く、買い物帰りの荷物を持って坂を上るのが大変です。（同種意見 71）,西部,60代
843,部活後に帰れるバスがなく、保護者の迎えが前提になっています。（同種意見 71）,東部,10代
844,駅から高校方面への便が少なく、雨の日は特に混雑します。（同種意見 71）,中央,10代
845,朝の通勤時間帯だけでも本数を増やしてほしいです。一本逃すと遅刻になります。（同種意見 71）,南部,40代
846,夕方の便が少なく、駅前で長く待つことになります。（同種意見 71）,中央,30代
847,電車の到着からバスの出発まで数分しかなく、乗り継げないことが多いです。（同種意見 71）,東部,50代
848,夜の会合に参加すると帰りのバスがなく、地域活動にも参加しづらいです。（同種意見 71）,北部,60代
849,デマンド交通は便利そうですが、電話予約だけだと仕事中に手続きしづらいです。（同種意見 71）,南部,30代
850,高齢者でも使える予約方法を残しつつ、家族がスマホから代理予約できるとよいです。（同種意見 71）,西部,40代
851,停留所の時刻表が古いままで、運休情報もどこを見ればよいか分かりません。（同種意見 71）,中央,50代
852,路線図、時刻表、料金を一つのページで確認できるようにしてほしいです。（同種意見 71）,東部,20代
853,免許を返納した母が病院へ行くたびに家族が送迎しており、週に数回でも直通便があると助かります。（同種意見 72）,北部,70代以上
854,スーパーまで歩くには遠く、買い物帰りの荷物を持って坂を上るのが大変です。（同種意見 72）,西部,60代
855,部活後に帰れるバスがなく、保護者の迎えが前提になっています。（同種意見 72）,東部,10代
856,駅から高校方面への便が少なく、雨の日は特に混雑します。（同種意見 72）,中央,10代
857,朝の通勤時間帯だけでも本数を増やしてほしいです。一本逃すと遅刻になります。（同種意見 72）,南部,40代
858,夕方の便が少なく、駅前で長く待つことになります。（同種意見 72）,中央,30代
859,電車の到着からバスの出発まで数分しかなく、乗り継げないことが多いです。（同種意見 72）,東部,50代
860,夜の会合に参加すると帰りのバスがなく、地域活動にも参加しづらいです。（同種意見 72）,北部,60代
861,デマンド交通は便利そうですが、電話予約だけだと仕事中に手続きしづらいです。（同種意見 72）,南部,30代
862,高齢者でも使える予約方法を残しつつ、家族がスマホから代理予約できるとよいです。（同種意見 72）,西部,40代
863,停留所の時刻表が古いままで、運休情報もどこを見ればよいか分かりません。（同種意見 72）,中央,50代
864,路線図、時刻表、料金を一つのページで確認できるようにしてほしいです。（同種意見 72）,東部,20代
865,免許を返納した母が病院へ行くたびに家族が送迎しており、週に数回でも直通便があると助かります。（同種意見 73）,北部,70代以上
866,スーパーまで歩くには遠く、買い物帰りの荷物を持って坂を上るのが大変です。（同種意見 73）,西部,60代
867,部活後に帰れるバスがなく、保護者の迎えが前提になっています。（同種意見 73）,東部,10代
868,駅から高校方面への便が少なく、雨の日は特に混雑します。（同種意見 73）,中央,10代
869,朝の通勤時間帯だけでも本数を増やしてほしいです。一本逃すと遅刻になります。（同種意見 73）,南部,40代
870,夕方の便が少なく、駅前で長く待つことになります。（同種意見 73）,中央,30代
871,電車の到着からバスの出発まで数分しかなく、乗り継げないことが多いです。（同種意見 73）,東部,50代
872,夜の会合に参加すると帰りのバスがなく、地域活動にも参加しづらいです。（同種意見 73）,北部,60代
873,デマンド交通は便利そうですが、電話予約だけだと仕事中に手続きしづらいです。（同種意見 73）,南部,30代
874,高齢者でも使える予約方法を残しつつ、家族がスマホから代理予約できるとよいです。（同種意見 73）,西部,40代
875,停留所の時刻表が古いままで、運休情報もどこを見ればよいか分かりません。（同種意見 73）,中央,50代
876,路線図、時刻表、料金を一つのページで確認できるようにしてほしいです。（同種意見 73）,東部,20代
877,免許を返納した母が病院へ行くたびに家族が送迎しており、週に数回でも直通便があると助かります。（同種意見 74）,北部,70代以上
878,スーパーまで歩くには遠く、買い物帰りの荷物を持って坂を上るのが大変です。（同種意見 74）,西部,60代
879,部活後に帰れるバスがなく、保護者の迎えが前提になっています。（同種意見 74）,東部,10代
880,駅から高校方面への便が少なく、雨の日は特に混雑します。（同種意見 74）,中央,10代
881,朝の通勤時間帯だけでも本数を増やしてほしいです。一本逃すと遅刻になります。（同種意見 74）,南部,40代
882,夕方の便が少なく、駅前で長く待つことになります。（同種意見 74）,中央,30代
883,電車の到着からバスの出発まで数分しかなく、乗り継げないことが多いです。（同種意見 74）,東部,50代
884,夜の会合に参加すると帰りのバスがなく、地域活動にも参加しづらいです。（同種意見 74）,北部,60代
885,デマンド交通は便利そうですが、電話予約だけだと仕事中に手続きしづらいです。（同種意見 74）,南部,30代
886,高齢者でも使える予約方法を残しつつ、家族がスマホから代理予約できるとよいです。（同種意見 74）,西部,40代
887,停留所の時刻表が古いままで、運休情報もどこを見ればよいか分かりません。（同種意見 74）,中央,50代
888,路線図、時刻表、料金を一つのページで確認できるようにしてほしいです。（同種意見 74）,東部,20代
889,免許を返納した母が病院へ行くたびに家族が送迎しており、週に数回でも直通便があると助かります。（同種意見 75）,北部,70代以上
890,スーパーまで歩くには遠く、買い物帰りの荷物を持って坂を上るのが大変です。（同種意見 75）,西部,60代
891,部活後に帰れるバスがなく、保護者の迎えが前提になっています。（同種意見 75）,東部,10代
892,駅から高校方面への便が少なく、雨の日は特に混雑します。（同種意見 75）,中央,10代
893,朝の通勤時間帯だけでも本数を増やしてほしいです。一本逃すと遅刻になります。（同種意見 75）,南部,40代
894,夕方の便が少なく、駅前で長く待つことになります。（同種意見 75）,中央,30代
895,電車の到着からバスの出発まで数分しかなく、乗り継げないことが多いです。（同種意見 75）,東部,50代
896,夜の会合に参加すると帰りのバスがなく、地域活動にも参加しづらいです。（同種意見 75）,北部,60代
897,デマンド交通は便利そうですが、電話予約だけだと仕事中に手続きしづらいです。（同種意見 75）,南部,30代
898,高齢者でも使える予約方法を残しつつ、家族がスマホから代理予約できるとよいです。（同種意見 75）,西部,40代
899,停留所の時刻表が古いままで、運休情報もどこを見ればよいか分かりません。（同種意見 75）,中央,50代
900,路線図、時刻表、料金を一つのページで確認できるようにしてほしいです。（同種意見 75）,東部,20代
901,免許を返納した母が病院へ行くたびに家族が送迎しており、週に数回でも直通便があると助かります。（同種意見 76）,北部,70代以上
902,スーパーまで歩くには遠く、買い物帰りの荷物を持って坂を上るのが大変です。（同種意見 76）,西部,60代
903,部活後に帰れるバスがなく、保護者の迎えが前提になっています。（同種意見 76）,東部,10代
904,駅から高校方面への便が少なく、雨の日は特に混雑します。（同種意見 76）,中央,10代
905,朝の通勤時間帯だけでも本数を増やしてほしいです。一本逃すと遅刻になります。（同種意見 76）,南部,40代
906,夕方の便が少なく、駅前で長く待つことになります。（同種意見 76）,中央,30代
907,電車の到着からバスの出発まで数分しかなく、乗り継げないことが多いです。（同種意見 76）,東部,50代
908,夜の会合に参加すると帰りのバスがなく、地域活動にも参加しづらいです。（同種意見 76）,北部,60代
909,デマンド交通は便利そうですが、電話予約だけだと仕事中に手続きしづらいです。（同種意見 76）,南部,30代
910,高齢者でも使える予約方法を残しつつ、家族がスマホから代理予約できるとよいです。（同種意見 76）,西部,40代
911,停留所の時刻表が古いままで、運休情報もどこを見ればよいか分かりません。（同種意見 76）,中央,50代
912,路線図、時刻表、料金を一つのページで確認できるようにしてほしいです。（同種意見 76）,東部,20代
913,免許を返納した母が病院へ行くたびに家族が送迎しており、週に数回でも直通便があると助かります。（同種意見 77）,北部,70代以上
914,スーパーまで歩くには遠く、買い物帰りの荷物を持って坂を上るのが大変です。（同種意見 77）,西部,60代
915,部活後に帰れるバスがなく、保護者の迎えが前提になっています。（同種意見 77）,東部,10代
916,駅から高校方面への便が少なく、雨の日は特に混雑します。（同種意見 77）,中央,10代
917,朝の通勤時間帯だけでも本数を増やしてほしいです。一本逃すと遅刻になります。（同種意見 77）,南部,40代
918,夕方の便が少なく、駅前で長く待つことになります。（同種意見 77）,中央,30代
919,電車の到着からバスの出発まで数分しかなく、乗り継げないことが多いです。（同種意見 77）,東部,50代
920,夜の会合に参加すると帰りのバスがなく、地域活動にも参加しづらいです。（同種意見 77）,北部,60代
921,デマンド交通は便利そうですが、電話予約だけだと仕事中に手続きしづらいです。（同種意見 77）,南部,30代
922,高齢者でも使える予約方法を残しつつ、家族がスマホから代理予約できるとよいです。（同種意見 77）,西部,40代
923,停留所の時刻表が古いままで、運休情報もどこを見ればよいか分かりません。（同種意見 77）,中央,50代
924,路線図、時刻表、料金を一つのページで確認できるようにしてほしいです。（同種意見 77）,東部,20代
925,免許を返納した母が病院へ行くたびに家族が送迎しており、週に数回でも直通便があると助かります。（同種意見 78）,北部,70代以上
926,スーパーまで歩くには遠く、買い物帰りの荷物を持って坂を上るのが大変です。（同種意見 78）,西部,60代
927,部活後に帰れるバスがなく、保護者の迎えが前提になっています。（同種意見 78）,東部,10代
928,駅から高校方面への便が少なく、雨の日は特に混雑します。（同種意見 78）,中央,10代
929,朝の通勤時間帯だけでも本数を増やしてほしいです。一本逃すと遅刻になります。（同種意見 78）,南部,40代
930,夕方の便が少なく、駅前で長く待つことになります。（同種意見 78）,中央,30代
931,電車の到着からバスの出発まで数分しかなく、乗り継げないことが多いです。（同種意見 78）,東部,50代
932,夜の会合に参加すると帰りのバスがなく、地域活動にも参加しづらいです。（同種意見 78）,北部,60代
933,デマンド交通は便利そうですが、電話予約だけだと仕事中に手続きしづらいです。（同種意見 78）,南部,30代
934,高齢者でも使える予約方法を残しつつ、家族がスマホから代理予約できるとよいです。（同種意見 78）,西部,40代
935,停留所の時刻表が古いままで、運休情報もどこを見ればよいか分かりません。（同種意見 78）,中央,50代
936,路線図、時刻表、料金を一つのページで確認できるようにしてほしいです。（同種意見 78）,東部,20代
937,免許を返納した母が病院へ行くたびに家族が送迎しており、週に数回でも直通便があると助かります。（同種意見 79）,北部,70代以上
938,スーパーまで歩くには遠く、買い物帰りの荷物を持って坂を上るのが大変です。（同種意見 79）,西部,60代
939,部活後に帰れるバスがなく、保護者の迎えが前提になっています。（同種意見 79）,東部,10代
940,駅から高校方面への便が少なく、雨の日は特に混雑します。（同種意見 79）,中央,10代
941,朝の通勤時間帯だけでも本数を増やしてほしいです。一本逃すと遅刻になります。（同種意見 79）,南部,40代
942,夕方の便が少なく、駅前で長く待つことになります。（同種意見 79）,中央,30代
943,電車の到着からバスの出発まで数分しかなく、乗り継げないことが多いです。（同種意見 79）,東部,50代
944,夜の会合に参加すると帰りのバスがなく、地域活動にも参加しづらいです。（同種意見 79）,北部,60代
945,デマンド交通は便利そうですが、電話予約だけだと仕事中に手続きしづらいです。（同種意見 79）,南部,30代
946,高齢者でも使える予約方法を残しつつ、家族がスマホから代理予約できるとよいです。（同種意見 79）,西部,40代
947,停留所の時刻表が古いままで、運休情報もどこを見ればよいか分かりません。（同種意見 79）,中央,50代
948,路線図、時刻表、料金を一つのページで確認できるようにしてほしいです。（同種意見 79）,東部,20代
949,免許を返納した母が病院へ行くたびに家族が送迎しており、週に数回でも直通便があると助かります。（同種意見 80）,北部,70代以上
950,スーパーまで歩くには遠く、買い物帰りの荷物を持って坂を上るのが大変です。（同種意見 80）,西部,60代
951,部活後に帰れるバスがなく、保護者の迎えが前提になっています。（同種意見 80）,東部,10代
952,駅から高校方面への便が少なく、雨の日は特に混雑します。（同種意見 80）,中央,10代
953,朝の通勤時間帯だけでも本数を増やしてほしいです。一本逃すと遅刻になります。（同種意見 80）,南部,40代
954,夕方の便が少なく、駅前で長く待つことになります。（同種意見 80）,中央,30代
955,電車の到着からバスの出発まで数分しかなく、乗り継げないことが多いです。（同種意見 80）,東部,50代
956,夜の会合に参加すると帰りのバスがなく、地域活動にも参加しづらいです。（同種意見 80）,北部,60代
957,デマンド交通は便利そうですが、電話予約だけだと仕事中に手続きしづらいです。（同種意見 80）,南部,30代
958,高齢者でも使える予約方法を残しつつ、家族がスマホから代理予約できるとよいです。（同種意見 80）,西部,40代
959,停留所の時刻表が古いままで、運休情報もどこを見ればよいか分かりません。（同種意見 80）,中央,50代
960,路線図、時刻表、料金を一つのページで確認できるようにしてほしいです。（同種意見 80）,東部,20代
961,免許を返納した母が病院へ行くたびに家族が送迎しており、週に数回でも直通便があると助かります。（同種意見 81）,北部,70代以上
962,スーパーまで歩くには遠く、買い物帰りの荷物を持って坂を上るのが大変です。（同種意見 81）,西部,60代
963,部活後に帰れるバスがなく、保護者の迎えが前提になっています。（同種意見 81）,東部,10代
964,駅から高校方面への便が少なく、雨の日は特に混雑します。（同種意見 81）,中央,10代
965,朝の通勤時間帯だけでも本数を増やしてほしいです。一本逃すと遅刻になります。（同種意見 81）,南部,40代
966,夕方の便が少なく、駅前で長く待つことになります。（同種意見 81）,中央,30代
967,電車の到着からバスの出発まで数分しかなく、乗り継げないことが多いです。（同種意見 81）,東部,50代
968,夜の会合に参加すると帰りのバスがなく、地域活動にも参加しづらいです。（同種意見 81）,北部,60代
969,デマンド交通は便利そうですが、電話予約だけだと仕事中に手続きしづらいです。（同種意見 81）,南部,30代
970,高齢者でも使える予約方法を残しつつ、家族がスマホから代理予約できるとよいです。（同種意見 81）,西部,40代
971,停留所の時刻表が古いままで、運休情報もどこを見ればよいか分かりません。（同種意見 81）,中央,50代
972,路線図、時刻表、料金を一つのページで確認できるようにしてほしいです。（同種意見 81）,東部,20代
973,免許を返納した母が病院へ行くたびに家族が送迎しており、週に数回でも直通便があると助かります。（同種意見 82）,北部,70代以上
974,スーパーまで歩くには遠く、買い物帰りの荷物を持って坂を上るのが大変です。（同種意見 82）,西部,60代
975,部活後に帰れるバスがなく、保護者の迎えが前提になっています。（同種意見 82）,東部,10代
976,駅から高校方面への便が少なく、雨の日は特に混雑します。（同種意見 82）,中央,10代
977,朝の通勤時間帯だけでも本数を増やしてほしいです。一本逃すと遅刻になります。（同種意見 82）,南部,40代
978,夕方の便が少なく、駅前で長く待つことになります。（同種意見 82）,中央,30代
979,電車の到着からバスの出発まで数分しかなく、乗り継げないことが多いです。（同種意見 82）,東部,50代
980,夜の会合に参加すると帰りのバスがなく、地域活動にも参加しづらいです。（同種意見 82）,北部,60代
981,デマンド交通は便利そうですが、電話予約だけだと仕事中に手続きしづらいです。（同種意見 82）,南部,30代
982,高齢者でも使える予約方法を残しつつ、家族がスマホから代理予約できるとよいです。（同種意見 82）,西部,40代
983,停留所の時刻表が古いままで、運休情報もどこを見ればよいか分かりません。（同種意見 82）,中央,50代
984,路線図、時刻表、料金を一つのページで確認できるようにしてほしいです。（同種意見 82）,東部,20代
985,免許を返納した母が病院へ行くたびに家族が送迎しており、週に数回でも直通便があると助かります。（同種意見 83）,北部,70代以上
986,スーパーまで歩くには遠く、買い物帰りの荷物を持って坂を上るのが大変です。（同種意見 83）,西部,60代
987,部活後に帰れるバスがなく、保護者の迎えが前提になっています。（同種意見 83）,東部,10代
988,駅から高校方面への便が少なく、雨の日は特に混雑します。（同種意見 83）,中央,10代
989,朝の通勤時間帯だけでも本数を増やしてほしいです。一本逃すと遅刻になります。（同種意見 83）,南部,40代
990,夕方の便が少なく、駅前で長く待つことになります。（同種意見 83）,中央,30代
991,電車の到着からバスの出発まで数分しかなく、乗り継げないことが多いです。（同種意見 83）,東部,50代
992,夜の会合に参加すると帰りのバスがなく、地域活動にも参加しづらいです。（同種意見 83）,北部,60代
993,デマンド交通は便利そうですが、電話予約だけだと仕事中に手続きしづらいです。（同種意見 83）,南部,30代
994,高齢者でも使える予約方法を残しつつ、家族がスマホから代理予約できるとよいです。（同種意見 83）,西部,40代
995,停留所の時刻表が古いままで、運休情報もどこを見ればよいか分かりません。（同種意見 83）,中央,50代
996,路線図、時刻表、料金を一つのページで確認できるようにしてほしいです。（同種意見 83）,東部,20代
997,免許を返納した母が病院へ行くたびに家族が送迎しており、週に数回でも直通便があると助かります。（同種意見 84）,北部,70代以上
998,スーパーまで歩くには遠く、買い物帰りの荷物を持って坂を上るのが大変です。（同種意見 84）,西部,60代
999,部活後に帰れるバスがなく、保護者の迎えが前提になっています。（同種意見 84）,東部,10代
1000,駅から高校方面への便が少なく、雨の日は特に混雑します。（同種意見 84）,中央,10代
